96672,45.051290,38.949981,"350047, Россия, Краснодарский край, г. Краснодар, ул. Кропоткина, д. 239/1","\u0424\u0435\u0441\u0442\u0438\u0432\u0430\u043b\u044c\u043d\u044b\u0439 \u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
98592,45.018391,39.018827,"350040, Россия, Краснодарский край, г. Краснодар, ул. Ким, д. 162.","\u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d \u0427\u0435\u0440\u0435\u043c\u0443\u0448\u043a\u0438, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
100428,45.047718,38.779804,"350000, Краснодарский край, г. Краснодар, станица Елизаветинская, ул. Ленина, д.52","\u0441\u0442\u0430\u043d\u0438\u0446\u0430 \u0415\u043b\u0438\u0437\u0430\u0432\u0435\u0442\u0438\u043d\u0441\u043a\u0430\u044f, \u0433\u043e\u0440\u043e\u0434\u0441\u043a\u043e\u0439 \u043e\u043a\u0440\u0443\u0433 \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
102648,45.019920,38.973714,"350063, Россия, Краснодарский край, г. Краснодар, ул. Мира, д. 52","\u0426\u0435\u043d\u0442\u0440\u0430\u043b\u044c\u043d\u044b\u0439 \u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
105972,45.013390,39.059341,"350911, Россия, Краснодарский край, г. Краснодар, Карасунский внутригородской округ, ул. Трамвайная, 4/1","\u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
111144,45.068035,38.914165,"350012, Россия, Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, ул. Красных Партизан, д. 81, кв. 151","\u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
111900,45.008152,39.079176,"350061, Краснодарский край, г. Краснодар, ул. Благоева, д. 18, кв. 33","\u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d \u0413\u0438\u0434\u0440\u043e\u0441\u0442\u0440\u043e\u0438\u0442\u0435\u043b\u0435\u0439, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
112344,45.040349,39.108183,"350088, Россия, Краснодарский край, г. Краснодар, Карасунский округ, ул. Сормовская, д. 189, кв. 94","\u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
113868,45.006087,39.068522,"350065, Россия, Краснодарский край, г. Краснодар, Карасунский округ, ул. Трудовой Славы, д. 1.","\u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d \u0413\u0438\u0434\u0440\u043e\u0441\u0442\u0440\u043e\u0438\u0442\u0435\u043b\u0435\u0439, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
121776,45.020634,38.969294,"350063, Россия, Краснодарский край, г. Краснодар, ул.Красная, д. 28","\u0426\u0435\u043d\u0442\u0440\u0430\u043b\u044c\u043d\u044b\u0439 \u043c\u0438\u043a\u0440\u043e\u0440\u0430\u0439\u043e\u043d, \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
125436,45.020876,39.007068,"350001, Россия, Краснодарский край, г. Краснодар, Центральный внутригородской округ, ул. Ставропольская, д. 79.861","\u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
128676,45.021832,39.025574,"350040, Россия, Краснодарский край, г. Краснодар, Карасунский внутригородской округ, ул. 2-я Пятилетка, д. 6/2.","\u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440, \u0420\u043e\u0441\u0441\u0438\u044f"
